NOSE,LEFT_EYE_INNER,LEFT_EYE,LEFT_EYE_OUTER,RIGHT_EYE_INNER,RIGHT_EYE,RIGHT_EYE_OUTER,LEFT_EAR,RIGHT_EAR,MOUTH_LEFT,MOUTH_RIGHT,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,RIGHT_WRIST,LEFT_PINKY,RIGHT_PINKY,LEFT_INDEX,RIGHT_INDEX,LEFT_THUMB,RIGHT_THUMB,LEFT_HIP,RIGHT_HIP,LEFT_KNEE,RIGHT_KNEE,LEFT_ANKLE,RIGHT_ANKLE,LEFT_HEEL,RIGHT_HEEL,LEFT_FOOT_INDEX,RIGHT_FOOT_INDEX
0.45099055767059326,0.4425741136074066,0.4418961703777313,0.4415525794029236,0.44342240691185,0.4437864124774933,0.4440074563026428,0.44133779406547546,0.4444250464439392,0.4560687243938446,0.45783016085624695,0.46841999888420105,0.46433839201927185,0.4383074939250946,0.4483359754085541,0.3867623209953308,0.4133973717689514,0.3702946603298187,0.39663681387901306,0.36639493703842163,0.3951690196990967,0.3738332986831665,0.4013393223285675,0.579667329788208,0.5699257850646973,0.5919567346572876,0.5920852422714233,0.6494394540786743,0.6464947462081909,0.6601826548576355,0.6604546308517456,0.6563513875007629,0.6568036675453186
0.45433762669563293,0.4468582570552826,0.44592946767807007,0.44533050060272217,0.44780343770980835,0.4480074644088745,0.4480695128440857,0.4419102966785431,0.44520315527915955,0.4561941623687744,0.45850464701652527,0.45598775148391724,0.45279398560523987,0.4301648437976837,0.4462842345237732,0.383858323097229,0.41003984212875366,0.3664036691188812,0.3943001329898834,0.3614468276500702,0.392002671957016,0.3687455356121063,0.3987942039966583,0.5538606643676758,0.5429025292396545,0.595827043056488,0.5951346158981323,0.6511281728744507,0.6491650938987732,0.6658193469047546,0.6643244624137878,0.6504924893379211,0.6513639688491821
0.45523861050605774,0.44692325592041016,0.44728001952171326,0.4475257396697998,0.446823388338089,0.4476243555545807,0.4477510452270508,0.44063353538513184,0.44447118043899536,0.45595407485961914,0.4585322439670563,0.45443975925445557,0.4490497410297394,0.4322543740272522,0.44366246461868286,0.384061723947525,0.4087269604206085,0.3654111921787262,0.3938812017440796,0.3626404404640198,0.39276817440986633,0.36924707889556885,0.3972034454345703,0.5509288311004639,0.5465821027755737,0.5960107445716858,0.59569251537323,0.6523446440696716,0.6520273089408875,0.6685858368873596,0.6688249111175537,0.6465168595314026,0.6478169560432434
0.46998777985572815,0.46081188321113586,0.4592151939868927,0.45925775170326233,0.4604726731777191,0.4605133533477783,0.46029287576675415,0.45219686627388,0.4540903866291046,0.4696061313152313,0.4711855947971344,0.4590173363685608,0.44732457399368286,0.4264719784259796,0.4408513903617859,0.3843434154987335,0.4098861813545227,0.36394718289375305,0.39729851484298706,0.36022308468818665,0.39544883370399475,0.36785584688186646,0.40008339285850525,0.5506341457366943,0.5461859107017517,0.5972003936767578,0.5950505137443542,0.6533799767494202,0.651160478591919,0.6730402112007141,0.6720735430717468,0.643446683883667,0.6428912878036499
0.47278615832328796,0.4661616086959839,0.46521714329719543,0.4648299217224121,0.4655455946922302,0.4647427499294281,0.4637826085090637,0.45943740010261536,0.4588930308818817,0.4725172817707062,0.4720443785190582,0.4601428210735321,0.45448821783065796,0.43269529938697815,0.43941959738731384,0.38466042280197144,0.40650925040245056,0.36449795961380005,0.3905384838581085,0.36130058765411377,0.389289915561676,0.3677733838558197,0.39501702785491943,0.548637330532074,0.5432276725769043,0.5982425212860107,0.5949214696884155,0.6544742584228516,0.6504707932472229,0.6733735203742981,0.6700319647789001,0.6394398808479309,0.6383331418037415
0.474239706993103,0.46752268075942993,0.46672308444976807,0.46619898080825806,0.4669649302959442,0.46599137783050537,0.46498429775238037,0.46051183342933655,0.4598119556903839,0.4738166928291321,0.4732099771499634,0.45933660864830017,0.4556693136692047,0.43505123257637024,0.43820786476135254,0.3835759162902832,0.4085916578769684,0.36429205536842346,0.3922564685344696,0.3608754277229309,0.39067861437797546,0.3671348989009857,0.3969328701496124,0.5465072393417358,0.542212724685669,0.5983463525772095,0.5956477522850037,0.6550095081329346,0.6507270932197571,0.6741377115249634,0.6711280941963196,0.6377274394035339,0.6375419497489929
0.4755236804485321,0.4696936011314392,0.46894586086273193,0.4684114158153534,0.4692526161670685,0.4683520495891571,0.46742844581604004,0.46174895763397217,0.46157267689704895,0.47474366426467896,0.4744025766849518,0.45649537444114685,0.4521903991699219,0.4357239305973053,0.43538621068000793,0.38518691062927246,0.40652528405189514,0.365867018699646,0.3909943997859955,0.36233609914779663,0.3894024193286896,0.36897552013397217,0.3949236571788788,0.5451498627662659,0.5420113801956177,0.5985944867134094,0.596071183681488,0.6566312909126282,0.6507632732391357,0.6750649809837341,0.6708402037620544,0.6345493793487549,0.6354465484619141
0.47407495975494385,0.46797361969947815,0.46713384985923767,0.46648553013801575,0.46744564175605774,0.46629729866981506,0.4651533365249634,0.4597328305244446,0.4594147205352783,0.473499596118927,0.4732537865638733,0.45527124404907227,0.4495373070240021,0.4352586269378662,0.43333470821380615,0.38538801670074463,0.406159907579422,0.36607709527015686,0.3903140127658844,0.36305731534957886,0.38861340284347534,0.36935123801231384,0.3940691649913788,0.5441410541534424,0.5407498478889465,0.598006546497345,0.5951713919639587,0.6561650633811951,0.6504469513893127,0.6743035316467285,0.6696577668190002,0.6326081156730652,0.6334694027900696
0.4724927246570587,0.46698200702667236,0.4661654531955719,0.46544554829597473,0.46661368012428284,0.4656353294849396,0.4646558165550232,0.4587511122226715,0.45897287130355835,0.4712681472301483,0.47153013944625854,0.4543764293193817,0.44806230068206787,0.43482106924057007,0.431370347738266,0.3869749903678894,0.4045880436897278,0.36787891387939453,0.38824889063835144,0.3647097647190094,0.38777968287467957,0.3712182939052582,0.3936208486557007,0.5425111651420593,0.5398534536361694,0.5981596112251282,0.5945827960968018,0.6567921042442322,0.6502964496612549,0.6740705966949463,0.6692260503768921,0.6303871273994446,0.629459798336029
0.47232335805892944,0.4674541652202606,0.46679651737213135,0.46620452404022217,0.4669624865055084,0.46605804562568665,0.4651564955711365,0.4596867859363556,0.459587037563324,0.4716428220272064,0.4717006981372833,0.4546063244342804,0.4472825527191162,0.4328356981277466,0.4329623878002167,0.387018084526062,0.40278226137161255,0.3676660656929016,0.3869362771511078,0.36474528908729553,0.3870408236980438,0.3715690076351166,0.3923080861568451,0.541702151298523,0.5383878946304321,0.5987831950187683,0.5944125652313232,0.6565099358558655,0.649814248085022,0.673911988735199,0.6684557199478149,0.6280097961425781,0.6266062259674072
