NOSE,LEFT_EYE_INNER,LEFT_EYE,LEFT_EYE_OUTER,RIGHT_EYE_INNER,RIGHT_EYE,RIGHT_EYE_OUTER,LEFT_EAR,RIGHT_EAR,MOUTH_LEFT,MOUTH_RIGHT,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,RIGHT_WRIST,LEFT_PINKY,RIGHT_PINKY,LEFT_INDEX,RIGHT_INDEX,LEFT_THUMB,RIGHT_THUMB,LEFT_HIP,RIGHT_HIP,LEFT_KNEE,RIGHT_KNEE,LEFT_ANKLE,RIGHT_ANKLE,LEFT_HEEL,RIGHT_HEEL,LEFT_FOOT_INDEX,RIGHT_FOOT_INDEX
0.7552502155303955,0.7541424632072449,0.7547276020050049,0.7552293539047241,0.7475487589836121,0.7430782914161682,0.7386138439178467,0.7400979399681091,0.7187532782554626,0.7513364553451538,0.7416881322860718,0.730374813079834,0.691891074180603,0.8211944699287415,0.7642472982406616,0.9084293246269226,0.8283571004867554,0.9209240674972534,0.8319874405860901,0.9147565364837646,0.8349186182022095,0.9084793329238892,0.8375027179718018,0.7214289307594299,0.6964104175567627,0.6965063214302063,0.6981579661369324,0.8142773509025574,0.8064915537834167,0.8246122598648071,0.816332221031189,0.8630698919296265,0.8577951788902283
0.7453201413154602,0.7470149397850037,0.7478545308113098,0.7486003637313843,0.7407886385917664,0.7366728782653809,0.732572078704834,0.7320342063903809,0.7110810279846191,0.7377898693084717,0.7284441590309143,0.7026963829994202,0.6447038054466248,0.8065251708030701,0.7564293146133423,0.9085741639137268,0.8254716396331787,0.920440137386322,0.8306241035461426,0.913256824016571,0.8346224427223206,0.9084470272064209,0.8355287909507751,0.6581048369407654,0.633566677570343,0.6904400587081909,0.6900954246520996,0.8063927292823792,0.800417959690094,0.8170471787452698,0.8093008995056152,0.8609649538993835,0.8564003109931946
0.7630203366279602,0.7663745284080505,0.7657283544540405,0.7650794386863708,0.765291154384613,0.7604089975357056,0.759006679058075,0.740905225276947,0.7282733917236328,0.7490310668945312,0.7427618503570557,0.6915938854217529,0.6443120837211609,0.804826021194458,0.7584350109100342,0.9084469079971313,0.8280705213546753,0.9209825396537781,0.8316328525543213,0.9130704402923584,0.83658766746521,0.908725917339325,0.8382251262664795,0.6316477060317993,0.5922027826309204,0.6893594861030579,0.6885384321212769,0.8079476952552795,0.8031833171844482,0.8179399371147156,0.811298668384552,0.8629248738288879,0.8590523600578308
0.7629331350326538,0.7651216387748718,0.7659885287284851,0.764980137348175,0.7649015784263611,0.7631208896636963,0.7620457410812378,0.7437229156494141,0.7314493060112,0.7475977540016174,0.7409060001373291,0.6876478791236877,0.645487904548645,0.8001717329025269,0.7506454586982727,0.9102148413658142,0.8267223238945007,0.9231234192848206,0.8312839269638062,0.915928065776825,0.8362585306167603,0.9112303256988525,0.8365331292152405,0.590360164642334,0.5797990560531616,0.6938304901123047,0.6934650540351868,0.8142285943031311,0.8041669726371765,0.8196570873260498,0.813387393951416,0.8649020195007324,0.8600744605064392
0.7624538540840149,0.7682396769523621,0.7671560049057007,0.7657724618911743,0.7688329815864563,0.7675025463104248,0.7662092447280884,0.7514033317565918,0.7478885054588318,0.746865451335907,0.7454820275306702,0.6981499195098877,0.6736612915992737,0.8069347143173218,0.7608906626701355,0.9106374979019165,0.827562153339386,0.9243838787078857,0.8314559459686279,0.9167690873146057,0.8365073204040527,0.9124810099601746,0.8370317816734314,0.5866638422012329,0.5793799757957458,0.6970539093017578,0.6893427968025208,0.817328929901123,0.804120659828186,0.823520302772522,0.815115213394165,0.8694248199462891,0.8591477870941162
0.7551489472389221,0.7642371654510498,0.7631315588951111,0.7619940042495728,0.764787495136261,0.7638581991195679,0.7629714012145996,0.750588595867157,0.7497430443763733,0.7397711873054504,0.7392071485519409,0.7006898522377014,0.6776106953620911,0.8077365756034851,0.7652263045310974,0.9112477898597717,0.8301345109939575,0.9262621402740479,0.8326262831687927,0.9174914360046387,0.8374897241592407,0.9130624532699585,0.839108943939209,0.5832664966583252,0.5734356045722961,0.6958776116371155,0.6855810284614563,0.8202983140945435,0.8059248924255371,0.8256685137748718,0.8146748542785645,0.8763160705566406,0.8591790795326233
0.7561255693435669,0.7657070755958557,0.7648603320121765,0.7639740705490112,0.7657865285873413,0.7650325894355774,0.7642658352851868,0.7527148723602295,0.7522518634796143,0.7423912882804871,0.7413920760154724,0.7076818943023682,0.6831364631652832,0.8120399713516235,0.7701389193534851,0.9112930297851562,0.8320127725601196,0.9267517924308777,0.8340014815330505,0.916898250579834,0.8385398387908936,0.9127349257469177,0.84063720703125,0.5739916563034058,0.5705105066299438,0.6960864067077637,0.6875643134117126,0.8224279284477234,0.8078210353851318,0.8266105651855469,0.8156402707099915,0.8780691027641296,0.8618731498718262
0.7614505887031555,0.7688094973564148,0.7679376006126404,0.7670103311538696,0.7688048481941223,0.7679679989814758,0.767130434513092,0.7554184794425964,0.7544859051704407,0.7488128542900085,0.7477716207504272,0.7116806507110596,0.6872029304504395,0.8105571269989014,0.772828996181488,0.9116997718811035,0.8407268524169922,0.9263574481010437,0.8380680084228516,0.9164947271347046,0.8425719738006592,0.912433922290802,0.8460578918457031,0.5673915147781372,0.5641739368438721,0.6971656680107117,0.688068687915802,0.8239636421203613,0.8081285953521729,0.830504298210144,0.8161776661872864,0.8794963359832764,0.8612806797027588
0.7608761787414551,0.7693012952804565,0.7687432765960693,0.7680991291999817,0.7691197395324707,0.768515944480896,0.7679389119148254,0.7577061653137207,0.7559391260147095,0.7482337951660156,0.7472217082977295,0.7158255577087402,0.6889955401420593,0.8140465617179871,0.7737720608711243,0.9119554162025452,0.8396308422088623,0.9266027808189392,0.8384593725204468,0.9171898365020752,0.8427141308784485,0.9137720465660095,0.8456791043281555,0.5636992454528809,0.5564093589782715,0.7001290321350098,0.6888465881347656,0.8250186443328857,0.808214008808136,0.8373693227767944,0.8166725635528564,0.880039393901825,0.8604008555412292
0.7597137689590454,0.7669991254806519,0.7666985988616943,0.7663822770118713,0.7666141390800476,0.7661734819412231,0.7658462524414062,0.7575353980064392,0.7555021047592163,0.7487074136734009,0.747733473777771,0.7182707786560059,0.6911442279815674,0.8164176940917969,0.7743188738822937,0.9118688702583313,0.8388298749923706,0.9266074299812317,0.8383629322052002,0.9173972606658936,0.8430094122886658,0.913511335849762,0.8454126715660095,0.5614987015724182,0.5512884855270386,0.7018243670463562,0.6861781477928162,0.8253621459007263,0.8076997995376587,0.8414613604545593,0.8173037171363831,0.8814455270767212,0.8590435981750488
